Asunto;Radicado;Serie Documental;Sub-Serie documental;
SOLICITAR LOS ARREGLOS DEL CAMBIO DE ALCANTARILLADO POR EMERGENCIAS LUGAR BARRIO JORDAN 7 ETAPA ENTRE LAS SIGUIENTES VIVIENDAS CASA 5 MZ 28 ES LA CASA AFECTADA Y LA CASA 6 MZ28 ES LA DEL PROBLEMA. -  PETICION LUZ MILA NAVARRO.  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
RESPUESTA OFICIO RAD. NO 29263-19/04/2023 SECRETARIA DE LA MOVILIDAD- A PETICION DE SECRETARIA DE MOVILIDAD  ;;RESPUESTAS A SOLICITUDES;RESPUESTAS A SOLICITUDES;
 AUTO AVOCA TUTELA 2023-00090 ERNESTO MONROY GONZ&AacuteLEZ VS- CELSIA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
RESPUESTA PRI 7322675-UNIDAD PARA LAS VICTIMAS ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
REMISI&OacuteN POR COMPETENCIA RAD 2023-10-1030-SISBEN PLANEACION  ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
DERECHO DE PETICI&OacuteN BUENAVENTURA INSEGURIDAD ESPACIO P&UacuteBLICO 27-4-23 DE LA SRA. LUZ MARINA MART&IacuteNEZ BELTR&AacuteN ;;INTERVENCIONES ANTE LAS DISTINTAS INSTITUCIONES DE LA ADMINISTRACION MUNICIPAL;INTERVENCIONES ANTE LAS DISTINTAS INSTITUCIONES DE LA ADMINISTRACION MUNICIPAL;
RESPUESTA TRASLADO RAD .PISAMI PERSONERIA DE IBAGUE NO 2023-027901-RODOLFO ATUESTA GUZMAN  ;;RESPUESTAS A SOLICITUDES;RESPUESTAS A SOLICITUDES;
DERECHO DE PETICION A LA UNIDAD DE RESTITUCION DE TIERRAS- A PETICION DE ALDOLFO MURCIA GARCIA  ;;DERECHOS DE PETICION GENERAL;DERECHOS DE PETICION GENERAL;
CONVOCATORIA A REUNION REFERENTE A TEMAS RELACIONADOS CON EL PROCESO DE ELECCION DE REPRESENTANTES DE LAS PERSONAS EN SITUACION DE DISCAPACIDAD- DIA 5 DE MAYO DEL 2023 -HORA 9:00AM - LUGAR: CENTRO GESTION CATASTRAL MULTIPROPOSITO UBICADO EN LA CRA 4TA N 6.75 BARRIO LA POLA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
convocatoria reuni&oacuten extraordinaria presencial del consejo municipal de adulto mayor a&ntildeo 2023-IBAGUE VIBRA -EL DIA 03 DE MAYO DEL 2023A LAS 2:00 PMEN LA COPERACION JARDION DE LOS ABUELOS UBICADO EN EL KILOMETRO6 VIA EL SALADO ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
REQUERIMIENTO CUMQUERIMIENTO CUMPLIMIENTO ARTICULO 7 DE LA RESOLUCION N.002543 DEL 4 DE JUNIO DEL 2003. PISAMI 2023-30773-IBAGUE VIBRA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
 NOTIFICA ADMISION TUTELA DE SEGUNDA INSTANCIA 73001-40-06-013-2023-00047-00-JUZGADO QUINTO PENAL DEL CIRCUITO ON FUNCIONES DE CONOCIMIENTO  ;;TUTELAS;TUTELAS;
FALLO TUTELA 2023-00072 LAURA LIZETH D&IacuteAZ BARRIOS VS SANITAS EPS-JUZGADO 13 PENAL MUNICIPAL CONOCIMIENTO  ;;TUTELAS;TUTELAS;
RECONOCIMIENTO SILENCIO ADMINISTRATIVO POSITIVO Y OTROS 1 DOCUMENTOS.PDF-CAMELIA FLOR ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
FIJACI&OacuteN DE CUOTA ALIMENTARIA- A PETICION DE ANGELICA MARIA CARVAJAL MARTINEZ ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
TUTELA EN CONTRA DE LA NUEVA EPS IBAGUE-MIRIAM RODR&IacuteGUEZ ESPINOSA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
INFORME DE TUTELA DE TORREON DE BELEN -GABRIEL FERNANDO BERNAL BARRETO ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
INCONFORMIDAD POR PARTE DEL RECTOR DE LA INSTITUCION EDUCATIVA TECNICA EMPRESARIAL EL JARDIN POR REPARTICION DE ALUMNOS DEL CURSO 5-3 QUINTANDOME LA ASIGNACION ACADEMICA- A PETICION  LIBARDO ROMERO MORENO.  ;;SEGUIMIENTO A LA GESTION PUBLICA ;SEGUIMIENTO A LA GESTION PUBLICA ;
RADICACI&OacuteN DE PODER ESPECIAL Y SOLICITUD DE RECONOCIMIENTO DE PERSONER&IacuteA JUR&IacuteDICA PARA ACTUAR ACCI&OacuteN POPULAR.- DESPACHO DEL ALCALDE OFICINA JURIDICA ;;ACCIONES POPULARES;OTROS;
HABEAS CORPUS 2023-0003 URGENTE DE MARBIN URDANETA Y MERWIN URDANETA- JUZGADO 12 PENAL MUNICIPAL FUNCIONES CONOCIMIENTO  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
DERECHO DE PETICI&OacuteN ARTICULO 23 DE LA CONSTITUCION POLITICA DE COLOMBIA ?REGLAMENTADO LEY 1755 DE 2015?-REYNALDO YEPES CIFUENTES ;;INTERVENCIONES ANTE LAS DISTINTAS INSTITUCIONES DE LA ADMINISTRACION MUNICIPAL;INTERVENCIONES ANTE LAS DISTINTAS INSTITUCIONES DE LA ADMINISTRACION MUNICIPAL;
SOLICITUD DE INFORMACI&OacuteN - VEREDA SAN CAYETANO PARTE BAJA-SECRETARIA GENERAL  ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
 RADICADO DE SALIDA ELECTR&OacuteNICO  N? 6671-CORTOLIMA ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
ACCI&OacuteN POPULAR 73001233100020110061103. COMUNICACI&OacuteN DE RESPUESTA EMITIDA A PETICI&OacuteN DE INFORMACI&OacuteN SOBRE IDENTIFICACI&OacuteN DE LOS INMUEBLES QUE HACEN PARTE DEL T&IacuteTULO GLN094- SECRETARIA DE PLANEACION MUNICIPAL  ;;ACCIONES POPULARES;OTROS;
RESPUESTA DP VISITA MANTENIMIENTO RADICADO 2023-1361-04-INFIBAGUE - RESPUESTA A DILIGENCIA 2023-10-1795 (0095);;RESPUESTAS A SOLICITUDES;RESPUESTAS A SOLICITUDES;
 SE SOLICITA RESPETUOSAMENTE A LA PERSONER&IacuteA MUNICIPAL APOYE EL CUMPLIMIENTO DE LAS SOLICITUDES EMANADAS POR ESTE DESPACHO FRENTE AL APORTE DOCUMENTAL DE LOS ANTECEDENTES DE INTERVENCI&OacuteN DE LA NI&NtildeA NATHALIE BUITRAGO GONZALEZ- BIENESTAR FAMILIAR  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
DESACATO 2023-00047 NOTIFICACION AUTO RESUELVE ABSTIENE-JUZGADO 12 PENAL MUNICIPAL FUNCIONES CONOCIMIENTO - TOLIMA - IBAGU&Eacute ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
NOTIFICACI&OacuteN FALLO TUTELA RAD. 2023-00091-JUZGADO 11 PENAL MUNICIPAL - TOLIMA - IBAGU&Eacute  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
RAD.2023-00086 - NOTIFICACI&OacuteN FALLO DE TUTELA-JUZGADO QUINTO PENAL MUNICIPAL CON FUNCI&OacuteN DE CONTROL DE GARANTIAS ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
NOTIFICACI&OacuteN AUTO AVOCA TUTELA 2023-00093 ANA VICTORIA C&AacuteRDENAS DE BARRIOS VS. COLSANITAS MEDICINA PREPAGADA-TUTELA COLSANITAS MEDICINA PREPAGADA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD VEEDURIA- SECRETARIA DE SALUD MUNICIPAL  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
TUTELA 2023-0103 NOTIFICACION AUTO AVOCA CONOCMIENTO-JUZAGDO DOCE PENAL MUNICIPAL CON FUNCIONES DE CONOCIMIENTO  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
TUTELA 2023-0085 NOTIFICACION FALLO-JUZGADO 12 PENAL MUNICIPAL ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
INFORMACION ARCHIVOS-FISCALIA GENERAL DE LA NACION  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
INFORMACION ARCHIVOS - FISCALIA GENERAL  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
 ENVI&Oacute OFICIO 334 RAD 2023 078- JUZGADO QUINTO CIVIL MUNICIPAL ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
APLAZAMIENTO: AUDIENCIA SOBRE LICENCIAMIENTO Y SERVICIOS P&UacuteBLICOS - LUGAR: AUDITORIO LOS OCOBOS - SEDE CENTRO DE LA UNIVERSIDAD DEL TOLIMA.FECHA: 12 DE MAYO DE 2023.HORA: A PARTIR DE LAS 8:00 AM HASTA LAS 12.00PM- A PETICION MARTHA LISBETH ALFONSO JURADO REPRESENTANTE A LA C&AacuteMARA POR EL TOLIMA ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
PROCURADUR&IacuteA GENERAL DE LA NACI&OacuteN: RADICADO DE SALIDA S-2023-036442 ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
INVITACION A RENDICION DE CUENTAS VIGENCIA 2022 - DEFENSORIA DEL PUEBLO REGIONAL TOLIMA - VIGENCIA 2022 FECHA: MARTES 9 DE MAYO 2023 HORA: 9:00 AM LINK DE ACCESO: TEAMS ;;COMUNICACIONES;COMUNICACION EXTERNA;
PROCURADUR&IacuteA GENERAL DE LA NACI&OacuteN: RADICADO DE SALIDA S-2023-036458 ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
MINISTERIO PUBLICO ORDEN DE ARCHIVO NUC 730016000432201101625- FISCALIA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
MINISTERIO PUBLICO ORDEN DE ARCHIVO NUC 730016000444201481812- FISCALIA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
 Ministerio Publico Orden de Archivo NUC 730016000444201502559- FISCALIA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
Ministerio Publico Orden de Archivo NUC 730016300621201600126- FISCALIA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
MINISTERIO PUBLICO ORDEN DE ARCHIVO NUC 730016000432201500188 ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
Ministerio Publico Orden de Archivo NUC 730016000450201502428-FISCALIA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
MINISTERIO PUBLICO ORDEN DE ARCHIVO NUC 730016099093201606333 ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
MINISTERIO PUBLICO ORDEN DE ARCHIVO NUC 730016000432200701791-FISCALIA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
NOTIFICACION AUTO RESUELVE HABEAS CORPUS 2023-0003-JUZGADO DOCE PENAL MUNICIPAL DE IBAGU&Eacute ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
DERECHO DE PETICI&OacuteN ARTICULO 23 DE LA CONSTITUCI&OacuteN POL&IacuteTICA DE COLOMBIA.-JUAN CAMILO MENESES RUBIO ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
DERECHO DE PETICI&OacuteN -CARLOS ARTURO LOPEZ URREGO ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
PRESENTO ACCI&OacuteN DE TUTELA POR LA VULNERACI&OacuteN Y VIOLENTACION DEL DERECHO FUNDAMENTAL DE PETICI&OacuteN Y OTROS - ACCIONANTE:CARLOS ALBERTO RIVERA L&OacutePEZ   ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
URGENTE JUDICIALES]SOLICITUD INTERVENCION 2023-10-1773-CELSIA ;;RESPUESTAS A SOLICITUDES;RESPUESTAS A SOLICITUDES;
SE SOLICITA CERTIFICACION DE VEEDURIA  A PETICION DEL SE&NtildeOR JOSE FERNANDO HERNANDEZ  ;;VEEDURIA;OTROS;
PROCURADUR&IacuteA GENERAL DE LA NACI&OacuteN: RADICADO DE SALIDA S-2023-036502 ;;;;
PROCURADUR&IacuteA GENERAL DE LA NACI&OacuteN: RADICADO DE SALIDA S-2023-036510 ;;SEGUIMIENTO A LA GESTION PUBLICA ;SEGUIMIENTO A LA GESTION PUBLICA ;
PROCURADUR&IacuteA GENERAL DE LA NACI&OacuteN: RADICADO DE SALIDA S-2023-036506 ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SANITAS EPS - QUEJA URGENTE AUTORIZACI&OacuteN Y/O AGENDAMIENTO DIFERENTES ESPECIALIDADES (PACIENTE ALTO COSTO) - ANDR&EacuteS FELIPE LOSADA VARGAS C.C. 1075246404 (20230501) ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SANITAS EPS - QUEJA URGENTE AUTORIZACI&OacuteN Y/O AGENDAMIENTO DIFERENTES ESPECIALIDADES (PACIENTE ALTO COSTO) - ANDR&EacuteS FELIPE LOSADA VARGAS C.C. 1075246404 (20230501) ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
CITACIONES TARD&IacuteAS DE LA COMISAR&IacuteA SEGUNDA DE IBAGUE-PERSONERIA MUNICIPAL ;;SEGUIMIENTO A LA GESTION PUBLICA ;SEGUIMIENTO A LA GESTION PUBLICA ;
SOLICITO INTERVECION ANTE EL IBAL POR EL VALOR DE CONSUMO DEL AGUA- A PETICION DE ARIA AURORA YARA ORTIZ ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD POR INTERVENCION PARA EL 03/05/2023- ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITO MUY AMABLEMENTE SE ENVI&Eacute CERTIFICADO EN DONDE CERTIFIQU&Eacute QUE YO Y MI N&UacuteCLEO FAMILIAR NOS ENCONTRAMOS DENTRO DEL REGISTRO DE V&IacuteCTIMAS DE CONFLICTO ARMADO Y COPIA DEL VIVANTO.- A PETICION DAVID ANDRES FRAGOSO TRIVI&NtildeOS ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
TRASLADO POR COMPETENCIA - GESTI&OacuteN DE LA PETICI&OacuteN E-2023-0007-126085-PROPERIDAD SOCIAL ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE INTERVENCION CELSIA - REALIZADA POR SE&NtildeORA MARIA ELSY PARRA MORA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
20472976 INTERASEO S.A.S. E.S.P. - INTERASEO S.A.S E.S.P ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
QUEJA Y SOLICITUD DE SEGUIMIENTO A LA ACTUACION INJUSTA DE LA COMISARIA 3RA DE FAMILIA DE IBAGUE - A PETICION DE LUIS CARLOS VERGARA  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
REQUERIMIENTO DE INFORMACI&OacuteN Y GESTIONES DE ACCIONES CONJUNTAS RESPECTO A LA IMPLEMENTACI&OacuteN DE LA LEY 1996 DE 2019. RAD 20230009000169442. (20230009000340562)-472-DEFENSORIA DEL PUEBLO ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
URGENTE NOTIFICACION REQUERIMIENTO HABEAS CORPUS 2023-00003- JUZGADO TRECE PENAL MUNICIPAL DE CONOCIMIENTO  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD PL MESA VALLEJO JUAN CARLOS -INPEC ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
NOTIFICACION AUTO AVOCA - TUTELA RAD. 2023-00110-JUZGADO ONCE PENAL CON FUNCIONES DE CONOCIMIENTO  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
DEFENSORIA DEL PUEBLO : CONVOCATORIA PRIORITARIA DE REUNION DE FACILITADORES LEY 1996 DE 2019 Y DECRETO 487 DE 2022 (ARTICULOS 2.8.2.3.1 2.8.2.3.2 2.8.2.3.3 Y SU PARAGRAFO) ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
INVITACION   MESA PGN - ACCIONES CON PESPECTIVA DE G&EacuteNERO MAYO  3 DE  2023 FECHA: MAYO 3 DE 2023  LUGAR: CASA DE LA MUJER EMPODERADA DEL TOLIMA CARRERA 6 #31 A - 07 BARRIO SAN SIM&OacuteN - PARTA ALTA IBAGU&Eacute HORA: 8-11 AM-PROCURADURIA  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE CUMPLIMIENTO  DE ARRGLOS PENDIENTES EN OBRA- A PETICION DE PADRES DE FAMILIA INSTITUCION EDUCATIVA GERMAN PARDO GARCIA ;;SEGUIMIENTO A LA GESTION PUBLICA ;SEGUIMIENTO A LA GESTION PUBLICA ;
CITACI&OacuteN MESA VERIFICACI&OacuteN PRESTACI&OacuteN SERVICIOS SALUD TOLIMA E IBAGUE A PETICION DE PROCURADURIA GENERAL DE LA NACION - FECHA : MAYO 4 DE 2023 HORA: 8:00AM-LUGAR : PLATAFORMA VIRTUAL TEAMS  ;;COMUNICACIONES;COMUNICACI&OacuteN INTERNA;
SEGUNDA SOLICITUD ACCIONES CORRECTIVAS  CONTINUAS PARA LIMPIEZA DE VIA PR14+0540 CALZADA DERECHA VIA VARIANTE IBAGUE 40 TLC ENSEGUIDA RESTAURANTE PUERTO MADERO- A PETICION DE APPGICA ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
INVITACION A RENDICION DE CUENTAS USI VIGENCIA 2022 LUGAR AUDITORIO UNIVERSIDAD DEL TOLIMA HORA 2 00 PM DIA 5 DE MAYO 2023 APETICION  DE USI  UNIDAD DE SALUD DE IBAGUE ;;COMUNICACIONES;COMUNICACI&OacuteN INTERNA;
SOLICITUD DERECHO DE PETICION E INTERVENCION DE RESOLUCION  DE CORTOLIMA A FAVOR DEL SE&NtildeOR VIRGILIO  ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
DEFENSORIA DEL PUEBLO : CONVOCATORIA PRIORITARIA DE REUNION DE FACILITADORES LEY 1996 DE 2019 Y DECRETO 487 DE 2022 (ARTICULOS 2.8.2.3.1 2.8.2.3.2 2.8.2.3.3 Y SU PARAGRAFO) ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLITUD DE CERTIFICACION LABORAL A LA ENTIDAD A PETICION DE ERIKA  DAYANA HERNANDEZ  ;;;;
NOTIFICACI&OacuteN AUTO REQUIERE DESACATO 2022-00015 JAIRO JOS&Eacute L&OacutePEZ BAR&OacuteN VS TUTELASUTTOLIHUILA@GMAIL.COM-JUZGADO 13 PENAL MUNICIPAL CONOCIMIENTO  ;;TUTELAS;TUTELAS;
SOLICITUD Y INTERVENCION AL SISBEN POR MOTIVOS DE NUEVO SENSO  APETICION DE  JESSICA  LONDO&NtildeO ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
APERTURA  DE INVESTIGACION DISCPLINARIA  PODER DISCIPLINARIO  PREFERENTE EXPEDIENTE 120-0044-2023-  IBAL ;;SEGUIMIENTO A LA GESTION PUBLICA ;SEGUIMIENTO A LA GESTION PUBLICA ;
NOTIFICACION AUTO AVOCA TUTELA RAD. 2023-00113-JUZGADO 11 PENAL MUNICIPAL - TOLIMA - IBAGU&Eacute ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SE&NtildeORES- PERSONERO(A). INVITACION OFICIAL AL III CONGRESO NACIONAL DE FUNCIONARIOS DE GOBERNACIONES ALCALDIAS Y ENTES DESCENTRALIZADOS COLOMBIA 2023-2024 EMPALMES POR COLOMBIA TRANSPARENCIA Y DESARROLLO 8 AL 9 DE JUNIO SAN ANDRES ISLAS ;;COMUNICACIONES;COMUNICACION EXTERNA;
COMUNICACI&OacuteN DE LA RESOLUCI&OacuteN 1689 DEL 26 DE ABRIL DEL 2023 EXP: 1247- CORTOLIMA  ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
TUTELA 2023-0088 NOTIFICACION DE FALLO CONTRA FAMISANAR EPS- JUZGADO DOCE PENAL MUNICIPAL FUNCIONES CONOCIMIENTO ;;TUTELAS;TUTELAS;
